path,sloc,normalized_sloc,cyclomatic,halstead,maintainability,churn,churn_per_sloc,decayed_churn,decayed_churn_per_sloc,smell_count,smell_severity,smell_burden,smells,similarity_score,similarity_band,match_count,score,norm_normalized_sloc,norm_sloc,norm_cyclomatic,norm_halstead,norm_maintainability,norm_churn,norm_churn_per_sloc,norm_decayed_churn,norm_decayed_churn_per_sloc,norm_smell_count,norm_match_count,norm_similarity_score
BusinessGlossaryKG/identity/canonicalization.py::slugify,5,-0.3691,2,5,44,11,2.2000,3.2830,0.6566,0,0.0000,0.0000,{},76.1200,medium,0,1.3132,0.4262,1.0000,0.0250,0.0000,0.2640,0.4600,1.0000,0.3162,1.0000,0.0000,0.0000,1.0000
legal_RAG/test_components_fast.py::load_cached_components,25,0.0471,2,0,54,49,1.9600,16.3763,0.6551,0,0.0000,0.0000,{},60.8400,low,0,1.3101,0.5094,1.0000,0.0250,0.0000,0.4240,0.9900,1.0000,0.8275,1.0000,0.0000,0.0000,1.0000
MCP/tools/collibra_tools.py::get_asset_metadata_by_id,22,-0.0153,6,21,35,25,1.1364,4.8021,0.2183,0,0.0000,0.0000,{},84.4200,medium,1,1.3097,0.4969,1.0000,0.1800,0.0050,0.1500,0.7500,1.0000,0.4030,0.7274,0.0000,0.3000,1.0000
BusinessGlossaryKG/graph_build/prompt_print_context.py::write_prompt,14,-0.1818,5,214,38,15,1.0714,3.6553,0.2611,0,0.0000,0.0000,{},53.9000,low,0,1.3055,0.4636,1.0000,0.1000,0.7210,0.1800,0.5667,1.0000,0.3374,0.7916,0.0000,0.0000,1.0000
BusinessGlossaryKG/quality_assurance/judge_prompts/extraction_quality.py::ExtractionQualityPromptProvider.get_prompt,6,-0.3483,3,5,13,18,3.0000,2.5872,0.4312,1,0.4500,0.2667,"{""lazy_class"": 1}",83.2000,medium,1,1.2936,0.4303,1.0000,0.0500,0.0000,0.0000,0.6467,1.0000,0.2587,1.0000,0.1500,0.3000,1.0000
BusinessGlossaryKG/quality_assurance/metrics/cross_relationship_balance.py::CrossRelationshipBalanceMetric._compute_normalized_entropy,14,-0.1818,6,96,24,21,1.5000,3.0185,0.2156,0,0.0000,0.0000,{},53.2000,low,0,1.2936,0.4636,1.0000,0.1800,0.3800,0.0400,0.7100,1.0000,0.3011,0.7234,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/prompts/proposal.py::_build_extraction_strategy_by_node_type,28,0.1096,3,2,41,34,1.2143,12.0367,0.4299,0,0.0000,0.0000,{},73.9600,medium,0,1.2896,0.5219,1.0000,0.0500,0.0000,0.2160,0.8400,1.0000,0.7407,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/caching/cached_chat_google_genai.py::CachedChatGoogleGenerativeAI._validate_cache,9,-0.2858,3,2,45,20,2.2222,3.8683,0.4298,1,0.4500,0.2667,"{""lazy_class"": 1}",54.9900,low,0,1.2894,0.4428,1.0000,0.0500,0.0000,0.2800,0.7000,1.0000,0.3496,1.0000,0.1500,0.0000,1.0000
deployment/header_forwarding_proxy/app.py::proxy_get,8,-0.3066,4,0,41,9,1.1250,2.5721,0.3215,0,0.0000,0.0000,{},55.6700,low,0,1.2860,0.4387,1.0000,0.0750,0.0000,0.2160,0.4067,1.0000,0.2572,0.8823,0.0000,0.0000,1.0000
legal_RAG/rag_workflows/aql_workflow.py::_format_topology_context._label,4,-0.3899,3,5,100,6,1.5000,1.7147,0.4287,0,0.0000,0.0000,{},69.5800,low,0,1.2860,0.4220,1.0000,0.0500,0.0000,1.0000,0.3267,1.0000,0.1715,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/graph_improvement/cycle_resolution.py::_resolve_llm_cycles,25,0.0471,3,5,73,32,1.2800,10.6928,0.4277,1,0.6000,0.3417,"{""long_parameter_list"": 1}",56.5000,low,0,1.2831,0.5094,1.0000,0.0500,0.0000,0.7600,0.8200,1.0000,0.7139,1.0000,0.1500,0.0000,1.0000
scripts/show_complete_llm_error.py::_get_llm,8,-0.3066,4,0,29,8,1.0000,2.5615,0.3202,0,0.0000,0.0000,{},54.1200,low,0,1.2807,0.4387,1.0000,0.0750,0.0000,0.0900,0.3800,1.0000,0.2561,0.8803,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/section_processing/node_filtering.py::filter_same_type_nodes_in_section,5,-0.3691,3,5,12,15,3.0000,2.1325,0.4265,0,0.0000,0.0000,{},69.9500,low,0,1.2795,0.4262,1.0000,0.0500,0.0000,0.0000,0.5667,1.0000,0.2133,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/caching/gemini_cache.py::_get_genai_client,26,0.0679,4,5,47,46,1.7692,8.2777,0.3184,0,0.0000,0.0000,{},51.7800,low,0,1.2735,0.5136,1.0000,0.0750,0.0000,0.3120,0.9600,1.0000,0.6016,0.8776,0.0000,0.0000,1.0000
MCP/tools/collibra_tools.py::get_asset_metadata,29,0.1304,6,21,35,32,1.1034,6.1467,0.2120,0,0.0000,0.0000,{},84.4200,medium,1,1.2717,0.5261,1.0000,0.1800,0.0050,0.1500,0.8200,1.0000,0.4798,0.7179,0.0000,0.3000,1.0000
EntityAlignment/matching/adapters/rdf_adapter.py::RDFAdapter.edge_context,10,-0.2650,3,0,42,12,1.2000,4.2026,0.4203,0,0.0000,0.0000,{},67.0200,low,0,1.2608,0.4470,1.0000,0.0500,0.0000,0.2320,0.4867,1.0000,0.3687,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/caching/gemini_cache.py::invalidate_cache,8,-0.3066,2,5,47,28,3.5000,5.0386,0.6298,0,0.0000,0.0000,{},65.3700,low,0,1.2596,0.4387,1.0000,0.0250,0.0000,0.3120,0.7800,1.0000,0.4165,1.0000,0.0000,0.0000,1.0000
legal_RAG/rag_workflows/aql_workflow.py::_get_parallel_query_timeout_seconds,10,-0.2650,4,12,100,11,1.1000,3.1436,0.3144,0,0.0000,0.0000,{},60.2800,low,0,1.2575,0.4470,1.0000,0.0750,0.0000,1.0000,0.4600,1.0000,0.3082,0.8715,0.0000,0.0000,1.0000
BusinessGlossaryKG/identity/canonicalization.py::merge_aliases,20,-0.0569,3,10,44,28,1.4000,8.3566,0.4178,0,0.0000,0.0000,{},60.1400,low,0,1.2535,0.4886,1.0000,0.0500,0.0000,0.2640,0.7800,1.0000,0.6061,1.0000,0.0000,0.0000,1.0000
scripts/vertex_ai_errors.py::_run_gcloud,12,-0.2234,5,38,38,12,1.0000,3.0075,0.2506,0,0.0000,0.0000,{},53.3300,low,0,1.2531,0.4553,1.0000,0.1000,0.0900,0.1800,0.4867,1.0000,0.3004,0.7759,0.0000,0.0000,1.0000
QualityAssurance/run_evaluation.py::main,39,0.3385,5,40,28,68,1.7436,9.7741,0.2506,0,0.0000,0.0000,{},48.4500,none,0,1.2531,0.5677,1.0000,0.1000,0.1000,0.0800,1.0000,1.0000,0.6871,0.7759,0.0000,0.0000,1.0000
scripts/verify_document_reading.py::run_verification_on_mock,35,0.2552,8,12,38,37,1.0571,5.4348,0.1553,0,0.0000,0.0000,{},65.4600,low,0,1.2422,0.5510,1.0000,0.3400,0.0000,0.1800,0.8700,1.0000,0.4391,0.5807,0.0000,0.0000,1.0000
legal_RAG/rag_engines/bfs_engine.py::BFSEngine.format_to_string,14,-0.1818,7,72,37,17,1.2143,2.4843,0.1775,0,0.0000,0.0000,{},54.0100,low,0,1.2422,0.4636,1.0000,0.2600,0.2600,0.1700,0.6200,1.0000,0.2484,0.6399,0.0000,0.0000,1.0000
scripts/dpv_concepts_by_type.py::get_dpv_class_uris,7,-0.3275,6,16,56,8,1.1429,1.4407,0.2058,0,0.0000,0.0000,{},100.0000,high,1,1.2349,0.4345,1.0000,0.1800,0.0000,0.4560,0.3800,1.0000,0.1441,0.7087,0.0000,0.3000,1.0000
scripts/dpv_concepts_by_type.py::get_dpv_concept_uris,7,-0.3275,6,16,56,8,1.1429,1.4407,0.2058,0,0.0000,0.0000,{},100.0000,high,1,1.2349,0.4345,1.0000,0.1800,0.0000,0.4560,0.3800,1.0000,0.1441,0.7087,0.0000,0.3000,1.0000
EntityAlignment/paths/shortest_paths.py::get_parent_child_counts,30,0.1512,3,0,47,35,1.1667,12.2576,0.4086,0,0.0000,0.0000,{},64.7900,low,0,1.2258,0.5302,1.0000,0.0500,0.0000,0.3120,0.8500,1.0000,0.7452,1.0000,0.0000,0.0000,1.0000
legal_RAG/test_components_fast.py::test_only_llm_answer,12,-0.2234,2,69,54,22,1.8333,7.3526,0.6127,0,0.0000,0.0000,{},66.9200,low,0,1.2254,0.4553,1.0000,0.0250,0.2450,0.4240,0.7200,1.0000,0.5487,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/graph_improvement/cycle_resolution.py::_resolve_llm_cycles_async._resolve_one_cycle_with_semaphore,28,0.1096,3,0,73,34,1.2143,11.3611,0.4058,0,0.0000,0.0000,{},48.1500,none,0,1.2173,0.5219,1.0000,0.0500,0.0000,0.7600,0.8400,1.0000,0.7272,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/caching/gemini_cache.py::get_or_create_cache,12,-0.2234,3,5,47,27,2.2500,4.8586,0.4049,0,0.0000,0.0000,{},55.2100,low,0,1.2147,0.4553,1.0000,0.0500,0.0000,0.3120,0.7700,1.0000,0.4062,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/taxonomy_iteration.py::_add_usage_to_totals,5,-0.3691,3,38,83,6,1.2000,2.0172,0.4034,0,0.0000,0.0000,{},74.9500,medium,0,1.2103,0.4262,1.0000,0.0500,0.0900,0.9600,0.3267,1.0000,0.2017,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/persistence/ingest_adb.py::create_ingestion_indexes,6,-0.3483,3,5,63,7,1.1667,2.4197,0.4033,0,0.0000,0.0000,{},100.0000,high,1,1.2098,0.4303,1.0000,0.0500,0.0000,0.5680,0.3533,1.0000,0.2420,1.0000,0.0000,0.3000,1.0000
BusinessGlossaryKG/persistence/ingest_adb.py::create_ontology_indexes,6,-0.3483,3,5,63,7,1.1667,2.4197,0.4033,0,0.0000,0.0000,{},100.0000,high,1,1.2098,0.4303,1.0000,0.0500,0.0000,0.5680,0.3533,1.0000,0.2420,1.0000,0.0000,0.3000,1.0000
EntityAlignment/paths/shortest_paths.py::get_depth_from_roots,33,0.2136,3,0,47,38,1.1515,13.3082,0.4033,0,0.0000,0.0000,{},71.3000,medium,0,1.2098,0.5427,1.0000,0.0500,0.0000,0.3120,0.8800,1.0000,0.7662,1.0000,0.0000,0.0000,1.0000
QualityAssurance/comparison.py::_calculate_deltas,22,-0.0153,5,69,45,37,1.6818,5.3182,0.2417,0,0.0000,0.0000,{},62.7300,low,0,1.2087,0.4969,1.0000,0.1000,0.2450,0.2800,0.8700,1.0000,0.4325,0.7626,0.0000,0.0000,1.0000
BusinessGlossaryKG/pipelines/complete_pipeline.py::_step2_run_fn,27,0.0887,3,16,99,31,1.1481,10.8582,0.4022,0,0.0000,0.0000,{},87.5700,high,4,1.2065,0.5177,1.0000,0.0500,0.0000,1.0000,0.8100,1.0000,0.7172,1.0000,0.0000,0.8500,1.0000
BusinessGlossaryKG/ingestion/confluence_ingestion.py::fetch_page_content,22,-0.0153,4,2,66,23,1.0455,6.5899,0.2995,0,0.0000,0.0000,{},60.7700,low,0,1.1982,0.4969,1.0000,0.0750,0.0000,0.6200,0.7300,1.0000,0.5051,0.8493,0.0000,0.0000,1.0000
MCP/aw_modular/aw_mcp_tools.py::search_asset,23,0.0055,3,24,50,32,1.3913,9.1686,0.3986,0,0.0000,0.0000,{},94.4600,high,1,1.1959,0.5011,1.0000,0.0500,0.0200,0.3600,0.8200,1.0000,0.6525,0.9980,0.0000,0.3000,1.0000
BusinessGlossaryKG/pipelines/complete_pipeline.py::_step4_run_fn,29,0.1304,3,16,99,33,1.1379,11.5587,0.3986,0,0.0000,0.0000,{},90.7200,high,4,1.1957,0.5261,1.0000,0.0500,0.0000,1.0000,0.8300,1.0000,0.7312,0.9979,0.0000,0.8500,1.0000
BusinessGlossaryKG/identity/canonicalization.py::merge_aliases._add_many,9,-0.2858,4,10,44,9,1.0000,2.6861,0.2985,0,0.0000,0.0000,{},66.3400,low,0,1.1938,0.4428,1.0000,0.0750,0.0000,0.2640,0.4067,1.0000,0.2686,0.8477,0.0000,0.0000,1.0000
BusinessGlossaryKG/ingestion/confluence_ingestion.py::call_confluence_tool,13,-0.2026,3,14,66,18,1.3846,5.1573,0.3967,0,0.0000,0.0000,{},53.9100,low,0,1.1902,0.4595,1.0000,0.0500,0.0000,0.6200,0.6467,1.0000,0.4233,0.9951,0.0000,0.0000,1.0000
EntityAlignment/matching/fused.py::FusedMatcher.from_source,38,0.3177,3,14,72,43,1.1316,15.0593,0.3963,2,0.6750,0.4208,"{""large_class"": 1, ""long_parameter_list"": 1}",86.1400,high,1,1.1889,0.5635,1.0000,0.0500,0.0000,0.7400,0.9300,1.0000,0.8012,0.9944,0.3000,0.3000,1.0000
BusinessGlossaryKG/config.py::_OtelExportGracefulFilter.filter,11,-0.2442,4,16,68,11,1.0000,3.2693,0.2972,1,0.4500,0.2667,"{""lazy_class"": 1}",57.3600,low,0,1.1888,0.4512,1.0000,0.0750,0.0000,0.6600,0.4600,1.0000,0.3154,0.8458,0.1500,0.0000,1.0000
BusinessGlossaryKG/config.py::generate_langfuse_trace_name,7,-0.3275,2,5,68,14,2.0000,4.1610,0.5944,0,0.0000,0.0000,{},80.8000,medium,2,1.1888,0.4345,1.0000,0.0250,0.0000,0.6600,0.5400,1.0000,0.3663,1.0000,0.0000,0.5000,1.0000
QualityAssurance/run_llm_judge_evaluation.py::_fail_fast_on_empty_graph,11,-0.2442,3,25,52,17,1.5455,4.3544,0.3959,0,0.0000,0.0000,{},63.1300,low,0,1.1876,0.4512,1.0000,0.0500,0.0250,0.3920,0.6200,1.0000,0.3774,0.9938,0.0000,0.0000,1.0000
BusinessGlossaryKG/pipelines/complete_pipeline.py::_step3_run_fn,31,0.1720,3,16,99,35,1.1290,12.2592,0.3955,0,0.0000,0.0000,{},90.7200,high,4,1.1864,0.5344,1.0000,0.0500,0.0000,1.0000,0.8500,1.0000,0.7452,0.9932,0.0000,0.8500,1.0000
QualityAssurance/run_llm_judge_evaluation.py::_serialize_judge_evaluations,17,-0.1194,3,0,52,26,1.5294,6.6596,0.3917,0,0.0000,0.0000,{},67.1000,low,0,1.1752,0.4761,1.0000,0.0500,0.0000,0.3920,0.7600,1.0000,0.5091,0.9876,0.0000,0.0000,1.0000
QualityAssurance/experiment_loader.py::_find_first_existing,6,-0.3483,3,5,31,7,1.1667,2.3392,0.3899,0,0.0000,0.0000,{},60.9700,low,0,1.1696,0.4303,1.0000,0.0500,0.0000,0.1100,0.3533,1.0000,0.2339,0.9848,0.0000,0.0000,1.0000
BusinessGlossaryKG/schema/relationships.py::_load_relationship_schemas_for_other_rels,7,-0.3275,1,0,0,25,3.5714,8.1728,1.1675,0,0.0000,0.0000,{},58.0200,low,0,1.1675,0.4345,1.0000,0.0000,0.0000,0.0000,0.7500,1.0000,0.5956,1.0000,0.0000,0.0000,1.0000
MCP/aw_modular/aw_mcp_tools.py::table_metadata_overview,31,0.1720,3,24,50,42,1.3548,12.0338,0.3882,0,0.0000,0.0000,{},94.4600,high,1,1.1646,0.5344,1.0000,0.0500,0.0200,0.3600,0.9200,1.0000,0.7407,0.9823,0.0000,0.3000,1.0000
scripts/dpv_concepts_by_type.py::_label_for,13,-0.2026,6,70,56,14,1.0769,2.5212,0.1939,0,0.0000,0.0000,{},60.9000,low,0,1.1636,0.4595,1.0000,0.1800,0.2500,0.4560,0.5400,1.0000,0.2521,0.6838,0.0000,0.0000,1.0000
scripts/generate_relationship_examples.py::load_relationship_types_from_schema,18,-0.0985,5,27,44,23,1.2778,4.1420,0.2301,0,0.0000,0.0000,{},58.4600,low,0,1.1505,0.4803,1.0000,0.1000,0.0350,0.2640,0.7300,1.0000,0.3653,0.7452,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/contract.py::validate_contract,6,-0.3483,2,2,31,11,1.8333,3.4505,0.5751,0,0.0000,0.0000,{},62.1500,low,0,1.1502,0.4303,1.0000,0.0250,0.0000,0.1100,0.4600,1.0000,0.3257,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/quality_assurance/judge_prompts/base_prompt_utils.py::BasePromptUtils.get_node_metadata,6,-0.3483,3,2,30,16,2.6667,2.2998,0.3833,0,0.0000,0.0000,{},70.8400,medium,0,1.1499,0.4303,1.0000,0.0500,0.0000,0.1000,0.5933,1.0000,0.2300,0.9749,0.0000,0.0000,1.0000
legal_RAG/rag_workflows/aql_workflow.py::_debug_log,25,0.0471,4,54,100,25,1.0000,7.1446,0.2858,0,0.0000,0.0000,{},49.1600,none,0,1.1431,0.5094,1.0000,0.0750,0.1700,1.0000,0.7500,1.0000,0.5368,0.8287,0.0000,0.0000,1.0000
legal_RAG/rag_workflows/aql_workflow.py::_verify_bold_terms._check,6,-0.3483,4,20,100,6,1.0000,1.7147,0.2858,0,0.0000,0.0000,{},59.0900,low,0,1.1431,0.4303,1.0000,0.0750,0.0000,1.0000,0.3267,1.0000,0.1715,0.8287,0.0000,0.0000,1.0000
legal_RAG/rag_workflows/aql_workflow.py::_tokenize_words,2,-0.4315,4,5,100,2,1.0000,0.5716,0.2858,0,0.0000,0.0000,{},62.7900,low,0,1.1431,0.4137,0.9000,0.0750,0.0000,1.0000,0.1200,1.0000,0.0572,0.8287,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/importer.py::_download_url_to_temp,10,-0.2650,3,5,60,11,1.1000,3.8047,0.3805,0,0.0000,0.0000,{},51.8200,low,0,1.1414,0.4470,1.0000,0.0500,0.0000,0.5200,0.4600,1.0000,0.3460,0.9707,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/validations/node_validation.py::_build_llm_matches_for_node,17,-0.1194,4,2,53,33,1.9412,4.8404,0.2847,0,0.0000,0.0000,{},59.1400,low,0,1.1389,0.4761,1.0000,0.0750,0.0000,0.4080,0.8300,1.0000,0.4052,0.8271,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/validations/node_validation.py::_check_node_name_in_text,29,0.1304,5,23,53,45,1.5517,6.6006,0.2276,0,0.0000,0.0000,{},55.5300,low,0,1.1380,0.5261,1.0000,0.1000,0.0150,0.4080,0.9500,1.0000,0.5057,0.7414,0.0000,0.0000,1.0000
scripts/dpv_concepts_by_type.py::build_demo_initial_extraction_prompt,19,-0.0777,5,82,56,24,1.2632,4.3221,0.2275,0,0.0000,0.0000,{},59.0500,low,0,1.1374,0.4845,1.0000,0.1000,0.3100,0.4560,0.7400,1.0000,0.3755,0.7412,0.0000,0.0000,1.0000
legal_RAG/rag_engines/bfs_engine.py::BFSEngine._build_lookup,9,-0.2858,5,12,37,14,1.5556,2.0459,0.2273,0,0.0000,0.0000,{},60.4000,low,0,1.1366,0.4428,1.0000,0.1000,0.0000,0.1700,0.5400,1.0000,0.2046,0.7410,0.0000,0.0000,1.0000
BusinessGlossaryKG/quality_assurance/judge_prompts/coverage_gap_detection.py::CoverageGapDetectionPromptProvider._get_related_nodes_in_chunk,8,-0.3066,3,12,34,21,2.6250,3.0185,0.3773,1,0.4500,0.2667,"{""lazy_class"": 1}",57.9000,low,0,1.1319,0.4387,1.0000,0.0500,0.0000,0.1400,0.7100,1.0000,0.3011,0.9660,0.1500,0.0000,1.0000
BusinessGlossaryKG/persistence/ingest_adb.py::ensure_database,11,-0.2442,3,12,63,12,1.0909,4.1480,0.3771,0,0.0000,0.0000,{},59.8300,low,0,1.1313,0.4512,1.0000,0.0500,0.0000,0.5680,0.4867,1.0000,0.3656,0.9656,0.0000,0.0000,1.0000
BusinessGlossaryKG/caching/prompt_cache_manager.py::get_static_part_of_prompt,8,-0.3066,2,5,33,25,3.1250,4.5021,0.5628,0,0.0000,0.0000,{},57.3600,low,0,1.1255,0.4387,1.0000,0.0250,0.0000,0.1300,0.7500,1.0000,0.3858,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/prompts/loader.py::sanitize_ontology_id,4,-0.3899,5,24,29,5,1.2500,0.9004,0.2251,0,0.0000,0.0000,{},61.4900,low,0,1.1255,0.4220,1.0000,0.1000,0.0200,0.0900,0.3000,1.0000,0.0900,0.7377,0.0000,0.0000,1.0000
scripts/load_pipeline_to_arango.py::_version_from_kg_path,2,-0.4315,1,0,46,7,3.5000,2.2467,1.1234,0,0.0000,0.0000,{},69.9300,low,0,1.1234,0.4137,0.9000,0.0000,0.0000,0.2960,0.3533,1.0000,0.2247,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/pipelines/run_pipeline.py::_resolve_pdf_path,7,-0.3275,3,18,58,8,1.1429,2.6178,0.3740,0,0.0000,0.0000,{},91.1700,high,1,1.1219,0.4345,1.0000,0.0500,0.0000,0.4880,0.3800,1.0000,0.2618,0.9610,0.0000,0.3000,1.0000
QualityAssurance/llm_judge/prompt_registry.py::PromptRegistry.get,4,-0.3899,2,5,39,16,4.0000,2.2384,0.5596,0,0.0000,0.0000,{},76.2400,medium,0,1.1192,0.4220,1.0000,0.0250,0.0000,0.1900,0.5933,1.0000,0.2238,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/schema/rdf_mapping.py::get_schema_from_rdf,9,-0.2858,2,0,31,16,1.7778,5.0136,0.5571,0,0.0000,0.0000,{},57.4900,low,0,1.1141,0.4428,1.0000,0.0250,0.0000,0.1100,0.5933,1.0000,0.4151,1.0000,0.0000,0.0000,1.0000
MCP/main.py::_mcp_slash_rewrite,4,-0.3899,3,29,26,4,1.0000,1.4820,0.3705,0,0.0000,0.0000,{},48.7900,none,0,1.1115,0.4220,1.0000,0.0500,0.0450,0.0600,0.2400,1.0000,0.1482,0.9558,0.0000,0.0000,1.0000
MCP/server.py::DataFrameSingleton.__new__,11,-0.2442,3,16,38,11,1.0000,4.0756,0.3705,0,0.0000,0.0000,{},85.9600,high,1,1.1115,0.4512,1.0000,0.0500,0.0000,0.1800,0.4600,1.0000,0.3615,0.9558,0.0000,0.3000,1.0000
MCP/server.py::NewsDataLoader.__new__,13,-0.2026,3,16,38,13,1.0000,4.8166,0.3705,0,0.0000,0.0000,{},85.9600,high,1,1.1115,0.4595,1.0000,0.0500,0.0000,0.1800,0.5133,1.0000,0.4038,0.9558,0.0000,0.3000,1.0000
MCP/server.py::get_git_commit_hash,16,-0.1402,3,5,38,16,1.0000,5.9281,0.3705,0,0.0000,0.0000,{},51.6500,low,0,1.1115,0.4720,1.0000,0.0500,0.0000,0.1800,0.5933,1.0000,0.4673,0.9558,0.0000,0.0000,1.0000
MCP/tools/datahub_tools.py::SessionSingleton.__new__,8,-0.3066,3,5,71,8,1.0000,2.9641,0.3705,1,0.4500,0.2667,"{""lazy_class"": 1}",72.9000,medium,0,1.1115,0.4387,1.0000,0.0500,0.0000,0.7200,0.3800,1.0000,0.2964,0.9558,0.1500,0.0000,1.0000
MCP/tools/datahub_tools.py::_validate_non_empty,5,-0.3691,3,12,71,5,1.0000,1.8525,0.3705,0,0.0000,0.0000,{},62.2600,low,0,1.1115,0.4262,1.0000,0.0500,0.0000,0.7200,0.3000,1.0000,0.1853,0.9558,0.0000,0.0000,1.0000
BusinessGlossaryKG/quality_assurance/metrics/regulatory_article_coverage.py::RegulatoryArticleCoverageMetric._get_articles_with_terms,13,-0.2026,4,27,26,25,1.9231,3.5934,0.2764,1,0.6500,0.3667,"{""dead_code"": 1}",55.7700,low,0,1.1057,0.4595,1.0000,0.0750,0.0350,0.0600,0.7500,1.0000,0.3339,0.8146,0.1500,0.0000,1.0000
BusinessGlossaryKG/pipelines/create_kg_from_pdfs.py::create_kg_from_pdf,13,-0.2026,2,5,25,28,2.1538,7.1719,0.5517,1,0.6000,0.3417,"{""long_parameter_list"": 1}",85.2000,high,1,1.1034,0.4595,1.0000,0.0250,0.0000,0.0500,0.7800,1.0000,0.5384,1.0000,0.1500,0.3000,1.0000
legal_RAG/rag_workflows/aql_workflow.py::_format_paths_context.substitute_names,7,-0.3275,3,2,100,9,1.2857,2.5721,0.3674,0,0.0000,0.0000,{},100.0000,high,1,1.1023,0.4345,1.0000,0.0500,0.0000,1.0000,0.4067,1.0000,0.2572,0.9512,0.0000,0.3000,1.0000
BusinessGlossaryKG/utils/graph_io.py::load_latest_graph,24,0.0263,4,12,29,50,2.0833,6.5474,0.2728,0,0.0000,0.0000,{},77.7600,medium,0,1.0912,0.5053,1.0000,0.0750,0.0000,0.0900,1.0000,1.0000,0.5027,0.8092,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/taxonomy_iteration.py::_write_failed_prompt_capture,40,0.3593,3,70,83,43,1.0750,14.4569,0.3614,1,0.6000,0.3417,"{""long_parameter_list"": 1}",56.0800,low,0,1.0843,0.5719,1.0000,0.0500,0.2500,0.9600,0.9300,1.0000,0.7891,0.9421,0.1500,0.0000,1.0000
BusinessGlossaryKG/graph_build/graph_improvement/similar_nodes.py::_similarity_ratio,2,-0.4315,1,0,59,12,6.0000,2.1610,1.0805,0,0.0000,0.0000,{},67.9000,low,0,1.0805,0.4137,0.9000,0.0000,0.0000,0.5040,0.4867,1.0000,0.2161,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/ingestion/confluence_ingestion.py::ConfluenceIngestionConfig.get_mcp_url,4,-0.3899,3,5,66,5,1.2500,1.4326,0.3581,0,0.0000,0.0000,{},63.3300,low,0,1.0744,0.4220,1.0000,0.0500,0.0000,0.6200,0.3000,1.0000,0.1433,0.9372,0.0000,0.0000,1.0000
legal_RAG/rag_workflows/context_formatters.py::format_profile_context,15,-0.1610,4,0,30,16,1.0667,4.0100,0.2673,0,0.0000,0.0000,{},100.0000,high,1,1.0693,0.4678,1.0000,0.0750,0.0000,0.1000,0.5933,1.0000,0.3577,0.8010,0.0000,0.3000,1.0000
BusinessGlossaryKG/ontology/root_classes.py::_class_by_uri,5,-0.3691,3,3,16,5,1.0000,1.7701,0.3540,0,0.0000,0.0000,{},74.1100,medium,0,1.0621,0.4262,1.0000,0.0500,0.0000,0.0000,0.3000,1.0000,0.1770,0.9310,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/sources/arango.py::ArangoOntologySource.node_schemas,6,-0.3483,3,5,16,6,1.0000,2.1241,0.3540,0,0.0000,0.0000,{},88.3100,high,1,1.0621,0.4303,1.0000,0.0500,0.0000,0.0000,0.3267,1.0000,0.2124,0.9310,0.0000,0.3000,1.0000
BusinessGlossaryKG/ontology/sources/snapshot.py::JsonOntologySnapshot.node_schemas,6,-0.3483,3,5,23,6,1.0000,2.1241,0.3540,0,0.0000,0.0000,{},88.3100,high,1,1.0621,0.4303,1.0000,0.0500,0.0000,0.0300,0.3267,1.0000,0.2124,0.9310,0.0000,0.3000,1.0000
scripts/embed_ontology.py::main,20,-0.0569,2,12,33,30,1.5000,10.5985,0.5299,0,0.0000,0.0000,{},52.8200,low,0,1.0598,0.4886,1.0000,0.0250,0.0000,0.1300,0.8000,1.0000,0.7120,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/contract.py::_collect_class_uris,8,-0.3066,3,0,31,9,1.1250,2.8232,0.3529,0,0.0000,0.0000,{},67.0200,low,0,1.0587,0.4387,1.0000,0.0500,0.0000,0.1100,0.4067,1.0000,0.2823,0.9293,0.0000,0.0000,1.0000
QualityAssurance/confluence_report.py::_section_entity_distribution,13,-0.2026,3,12,57,16,1.2308,4.5843,0.3526,0,0.0000,0.0000,{},77.3900,medium,0,1.0579,0.4595,1.0000,0.0500,0.0000,0.4720,0.5933,1.0000,0.3905,0.9290,0.0000,0.0000,1.0000
