path,sloc,normalized_sloc,cyclomatic,halstead,maintainability,churn,churn_per_sloc,decayed_churn,decayed_churn_per_sloc,smell_count,smell_severity,smell_burden,smells,similarity_score,similarity_band,match_count,score,norm_normalized_sloc,norm_sloc,norm_cyclomatic,norm_halstead,norm_maintainability,norm_churn,norm_churn_per_sloc,norm_decayed_churn,norm_decayed_churn_per_sloc,norm_smell_count,norm_match_count,norm_similarity_score
BusinessGlossaryKG/graph_build/deduplication_utils.py::deduplicate_metadata_chunk_text_pairs,17,-0.1194,8,52,15,35,2.0588,8.9760,0.5280,0,0.0000,0.0000,{},60.7500,low,0,4.2240,0.4761,1.0000,0.3400,0.1600,0.0000,0.8500,1.0000,0.6415,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/graph_improvement/similar_nodes.py::find_lexical_brothers_by_edit_distance,51,0.5882,13,104,59,92,1.8039,16.5679,0.3249,1,0.7500,0.4167,"{""switch_statements"": 1}",77.9100,medium,0,4.2232,0.6176,1.0000,0.6500,0.4120,0.5040,1.0000,1.0000,0.8314,0.8873,0.1500,0.0000,1.0000
BusinessGlossaryKG/graph_build/validations/relationship_validation.py::_merge_relationship_properties,15,-0.1610,7,38,54,27,1.8000,9.0221,0.6015,0,0.0000,0.0000,{},57.1400,low,0,4.2103,0.4678,1.0000,0.2600,0.0900,0.4240,0.7700,1.0000,0.6441,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/graph_improvement/similar_nodes.py::calculate_jaccard_index,56,0.6922,12,102,59,109,1.9464,19.6293,0.3505,1,0.6000,0.3417,"{""long_parameter_list"": 1}",56.3500,low,0,4.2063,0.6384,1.0000,0.6000,0.4060,0.5040,1.0000,1.0000,0.8926,0.9258,0.1500,0.0000,1.0000
BusinessGlossaryKG/ingestion/confluence_ingestion.py::list_page_ids_in_space_sync,27,0.0887,12,68,66,33,1.2222,9.4551,0.3502,0,0.0000,0.0000,{},59.7400,low,0,4.2023,0.5177,1.0000,0.6000,0.2400,0.6200,0.8300,1.0000,0.6689,0.9253,0.0000,0.0000,1.0000
BusinessGlossaryKG/pipelines/step_pipeline.py::resolve_model_provider,14,-0.1818,7,54,53,25,1.7857,8.3566,0.5969,0,0.0000,0.0000,{},65.1700,low,0,4.1783,0.4636,1.0000,0.2600,0.1700,0.4080,0.7500,1.0000,0.6061,1.0000,0.0000,0.0000,1.0000
legal_RAG/rag_workflows/retrieval.py::retrieve_and_dedup_candidates,37,0.2968,14,152,59,44,1.1892,11.0274,0.2980,0,0.0000,0.0000,{},87.1200,high,1,4.1725,0.5594,1.0000,0.7000,0.5560,0.5040,0.9400,1.0000,0.7205,0.8471,0.0000,0.3000,1.0000
BusinessGlossaryKG/extract_definitions/term_definition.py::_retrieve_chunks_node,8,-0.3066,2,2,38,52,6.5000,16.6899,2.0862,0,0.0000,0.0000,{},55.9100,low,0,4.1725,0.4387,1.0000,0.0250,0.0000,0.1800,1.0000,1.0000,0.8338,1.0000,0.0000,0.0000,1.0000
legal_RAG/rag_workflows/aql_workflow.py::create_graphrag_workflow.parallel_retry_step,37,0.2968,9,127,100,60,1.6216,17.1471,0.4634,0,0.0000,0.0000,{},77.0200,medium,0,4.1709,0.5594,1.0000,0.4200,0.4810,1.0000,1.0000,1.0000,0.8429,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/pipelines/step_pipeline.py::_build_pipeline_kwargs,58,0.7339,7,38,53,103,1.7759,34.4291,0.5936,1,0.6000,0.3417,"{""long_parameter_list"": 1}",53.0200,low,0,4.1552,0.6468,1.0000,0.2600,0.0900,0.4080,1.0000,1.0000,1.0000,1.0000,0.1500,0.0000,1.0000
scripts/vertex_ai_errors.py::main,83,1.2541,14,132,38,98,1.1807,24.5609,0.2959,0,0.0000,0.0000,{},51.8800,low,0,4.1428,0.7508,1.0000,0.7000,0.4960,0.1800,1.0000,1.0000,0.9912,0.8439,0.0000,0.0000,1.0000
BusinessGlossaryKG/ingestion/metadata_utils.py::validate_metadata_fields,47,0.5049,17,100,25,78,1.6596,11.4410,0.2434,1,0.7500,0.4167,"{""switch_statements"": 1}",55.8800,low,0,4.1382,0.6010,1.0000,0.8500,0.4000,0.0500,1.0000,1.0000,0.7288,0.7651,0.1500,0.0000,1.0000
BusinessGlossaryKG/pipelines/step_runner.py::run_step,42,0.4009,9,65,42,57,1.3571,19.0466,0.4535,1,0.6500,0.3667,"{""dead_code"": 1}",50.8100,low,0,4.0814,0.5802,1.0000,0.4200,0.2250,0.2320,1.0000,1.0000,0.8809,1.0000,0.1500,0.0000,1.0000
BusinessGlossaryKG/config.py::_get_config_yaml_path,7,-0.3275,4,60,68,24,3.4286,7.1331,1.0190,0,0.0000,0.0000,{},53.8200,low,0,4.0760,0.4345,1.0000,0.0750,0.2000,0.6600,0.7400,1.0000,0.5362,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/llm_transformer_iteration.py::_transformer_getter,8,-0.3066,2,0,47,53,6.6250,16.1321,2.0165,0,0.0000,0.0000,{},53.7400,low,0,4.0330,0.4387,1.0000,0.0250,0.0000,0.3120,1.0000,1.0000,0.8226,1.0000,0.0000,0.0000,1.0000
EntityAlignment/matching/fused.py::FusedMatcher.set_type_mapping,33,0.2136,7,25,72,54,1.6364,18.9117,0.5731,1,0.7500,0.4167,"{""large_class"": 1}",56.8100,low,0,4.0116,0.5427,1.0000,0.2600,0.0250,0.7400,1.0000,1.0000,0.8782,1.0000,0.1500,0.0000,1.0000
BusinessGlossaryKG/graph_build/graph_improvement/cycle_resolution.py::_edges_in_cycle_set,7,-0.3275,3,5,73,28,4.0000,9.3562,1.3366,0,0.0000,0.0000,{},90.8800,high,1,4.0098,0.4345,1.0000,0.0500,0.0000,0.7600,0.7800,1.0000,0.6632,1.0000,0.0000,0.3000,1.0000
EntityAlignment/kg_core.py::calculate_node_degrees,10,-0.2650,7,36,41,17,1.7000,5.6871,0.5687,0,0.0000,0.0000,{},62.2100,low,0,3.9810,0.4470,1.0000,0.2600,0.0800,0.2160,0.6200,1.0000,0.4536,1.0000,0.0000,0.0000,1.0000
EntityAlignment/kg_core.py::build_triplet_sets,8,-0.3066,5,0,41,19,2.3750,6.3562,0.7945,0,0.0000,0.0000,{},95.6200,high,2,3.9726,0.4387,1.0000,0.1000,0.0000,0.2160,0.6733,1.0000,0.4918,1.0000,0.0000,0.5000,1.0000
MCP/aw_modular/aw_utils.py::super_router,25,0.0471,11,147,47,36,1.4400,9.0224,0.3609,0,0.0000,0.0000,{},48.6400,none,0,3.9699,0.5094,1.0000,0.5500,0.5410,0.3120,0.8600,1.0000,0.6441,0.9413,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/taxonomy_iteration.py::run_taxonomy_iteration._prep_one,6,-0.3483,2,5,83,35,5.8333,11.7672,1.9612,0,0.0000,0.0000,{},54.5200,low,0,3.9224,0.4303,1.0000,0.0250,0.0000,0.9600,0.8500,1.0000,0.7353,1.0000,0.0000,0.0000,1.0000
QualityAssurance/confluence_report.py::_section_judge_summary,39,0.3385,11,56,57,48,1.2308,13.7529,0.3526,0,0.0000,0.0000,{},52.9000,low,0,3.8790,0.5677,1.0000,0.5500,0.1800,0.4720,0.9800,1.0000,0.7751,0.9290,0.0000,0.0000,1.0000
BusinessGlossaryKG/persistence/ingest_adb.py::_ensure_persistent_index,15,-0.1610,8,54,63,21,1.4000,7.2590,0.4839,0,0.0000,0.0000,{},51.3200,low,0,3.8715,0.4678,1.0000,0.3400,0.1700,0.5680,0.7100,1.0000,0.5434,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/ingestion/document_store.py::get_chunk_text_from_metadata,14,-0.1818,7,14,43,27,1.9286,7.7360,0.5526,0,0.0000,0.0000,{},56.6900,low,0,3.8680,0.4636,1.0000,0.2600,0.0000,0.2480,0.7700,1.0000,0.5706,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/graph_improvement/cycle_resolution.py::_cycles_limit_for_round,4,-0.3899,2,5,73,23,5.7500,7.6855,1.9214,0,0.0000,0.0000,{},75.9600,medium,0,3.8427,0.4220,1.0000,0.0250,0.0000,0.7600,0.7300,1.0000,0.5677,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/other_relationships_iteration.py::_format_taxonomy_strings,11,-0.2442,5,40,65,25,2.2727,8.4052,0.7641,0,0.0000,0.0000,{},74.3800,medium,0,3.8205,0.4512,1.0000,0.1000,0.1000,0.6000,0.7500,1.0000,0.6089,1.0000,0.0000,0.0000,1.0000
QualityAssurance/confluence_report.py::_parse_mcp_response,18,-0.0985,10,37,57,24,1.3333,6.8764,0.3820,0,0.0000,0.0000,{},55.0900,low,0,3.8202,0.4803,1.0000,0.5000,0.0850,0.4720,0.7400,1.0000,0.5215,0.9730,0.0000,0.0000,1.0000
legal_RAG/rag_workflows/aql_workflow.py::create_graphrag_workflow.run_pipeline_for_question,30,0.1512,8,100,100,50,1.6667,14.2892,0.4763,0,0.0000,0.0000,{},51.8100,low,0,3.8105,0.5302,1.0000,0.3400,0.4000,1.0000,1.0000,1.0000,0.7858,1.0000,0.0000,0.0000,1.0000
EntityAlignment/type_mapping.py::extract_ccpa_type,16,-0.1402,6,34,50,29,1.8125,10.1563,0.6348,0,0.0000,0.0000,{},66.8600,low,0,3.8086,0.4720,1.0000,0.1800,0.0700,0.3600,0.7900,1.0000,0.7031,1.0000,0.0000,0.0000,1.0000
EntityAlignment/matching/normalizer.py::TextNormalizer.tokenize_and_normalize,25,0.0471,10,21,53,27,1.0800,9.4559,0.3782,0,0.0000,0.0000,{},58.1700,low,0,3.7823,0.5094,1.0000,0.5000,0.0050,0.4080,0.7700,1.0000,0.6689,0.9674,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/section_processing/section_decision.py::get_total_same_type_nodes_count,13,-0.2026,4,5,13,40,3.0769,12.1751,0.9365,0,0.0000,0.0000,{},79.8000,medium,0,3.7462,0.4595,1.0000,0.0750,0.0000,0.0000,0.9000,1.0000,0.7435,1.0000,0.0000,0.0000,1.0000
legal_RAG/rag_engines/aql_engine.py::ArangoGraphEngine.get_expanded_ego,33,0.2136,4,24,58,89,2.6970,30.8079,0.9336,0,0.0000,0.0000,{},65.3900,low,0,3.7343,0.5427,1.0000,0.0750,0.0200,0.4880,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,1.0000
EntityAlignment/embeddings.py::create_text_representation,7,-0.3275,3,0,0,26,3.7143,8.6980,1.2426,0,0.0000,0.0000,{},66.7500,low,0,3.7277,0.4345,1.0000,0.0500,0.0000,0.0000,0.7600,1.0000,0.6256,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/graph_improvement/similar_nodes.py::_calculate_middle_difference_ratio,54,0.6506,11,320,59,100,1.8519,18.0086,0.3335,0,0.0000,0.0000,{},52.7800,low,0,3.6684,0.6301,1.0000,0.5500,0.8800,0.5040,1.0000,1.0000,0.8602,0.9002,0.0000,0.0000,1.0000
legal_RAG/scripts/list_arango_collections.py::main,40,0.3593,13,16,32,45,1.1250,11.2780,0.2819,0,0.0000,0.0000,{},51.2700,low,0,3.6653,0.5719,1.0000,0.6500,0.0000,0.1200,0.9500,1.0000,0.7256,0.8229,0.0000,0.0000,1.0000
BusinessGlossaryKG/config.py::test_llm_connection,26,0.0679,5,5,68,64,2.4615,19.0215,0.7316,0,0.0000,0.0000,{},60.7700,low,0,3.6580,0.5136,1.0000,0.1000,0.0000,0.6600,1.0000,1.0000,0.8804,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/llm_transformer_iteration.py::_prepare_success_graph_document,9,-0.2858,2,0,47,54,6.0000,16.4364,1.8263,0,0.0000,0.0000,{},57.9500,low,0,3.6525,0.4428,1.0000,0.0250,0.0000,0.3120,1.0000,1.0000,0.8287,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/validations/relationship_validation.py::filter_is_subset_of_mismatched_node_types,22,-0.0153,6,61,54,40,1.8182,13.3660,0.6075,0,0.0000,0.0000,{},62.5100,low,0,3.6453,0.4969,1.0000,0.1800,0.2050,0.4240,0.9000,1.0000,0.7673,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/graph_improvement/cycle_resolution.py::_build_weight_based_deleted_edge,16,-0.1402,2,2,73,87,5.4375,29.0711,1.8169,0,0.0000,0.0000,{},61.5600,low,0,3.6339,0.4720,1.0000,0.0250,0.0000,0.7600,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,1.0000
scripts/load_pipeline_to_arango.py::main,106,1.7327,7,16,46,170,1.6038,54.5632,0.5147,0,0.0000,0.0000,{},56.0800,low,0,3.6032,0.8465,1.0000,0.2600,0.0000,0.2960,1.0000,1.0000,1.0000,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/extract_definitions/term_definition.py::_retrieve_text_chunks_from_node_metadata,7,-0.3275,2,2,38,39,5.5714,12.5174,1.7882,0,0.0000,0.0000,{},62.3200,low,0,3.5764,0.4345,1.0000,0.0250,0.0000,0.1800,0.8900,1.0000,0.7503,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/extract_definitions/definitions.py::run_definitions._process_node_with_retry,64,0.8587,10,118,55,71,1.1094,22.7882,0.3561,0,0.0000,0.0000,{},58.0100,low,0,3.5606,0.6717,1.0000,0.5000,0.4540,0.4400,1.0000,1.0000,0.9558,0.9341,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/validations/relationship_validation.py::filter_relationships_to_new_nodes_only,54,0.6506,19,228,54,30,0.5556,10.0245,0.1856,0,0.0000,0.0000,{},67.4800,low,0,3.5271,0.6301,1.0000,0.9500,0.7420,0.4240,0.8000,0.9556,0.7005,0.6617,0.0000,0.0000,1.0000
legal_RAG/rag_engines/aql_engine.py::ArangoGraphEngine.get_paths_one_pair,66,0.9003,8,134,58,84,1.2727,29.0771,0.4406,1,0.6000,0.3417,"{""long_parameter_list"": 1}",78.1000,medium,0,3.5245,0.6801,1.0000,0.3400,0.5020,0.4880,1.0000,1.0000,1.0000,1.0000,0.1500,0.0000,1.0000
EntityAlignment/type_mapping.py::normalize_dpv_uri,13,-0.2026,5,18,50,26,2.0000,9.1056,0.7004,0,0.0000,0.0000,{},66.8600,low,0,3.5022,0.4595,1.0000,0.1000,0.0000,0.3600,0.7600,1.0000,0.6489,1.0000,0.0000,0.0000,1.0000
legal_RAG/test_components_fast.py::test_aql_workflow,53,0.6298,7,99,54,79,1.4906,26.4026,0.4982,1,0.5500,0.3167,"{""unused_parameters"": 1}",53.4100,low,0,3.4871,0.6260,1.0000,0.2600,0.3950,0.4240,1.0000,1.0000,1.0000,1.0000,0.1500,0.0000,1.0000
BusinessGlossaryKG/persistence/ingest_adb.py::verify_ingestion_indexes,25,0.0471,7,113,63,36,1.4400,12.4441,0.4978,0,0.0000,0.0000,{},55.9100,low,0,3.4843,0.5094,1.0000,0.2600,0.4390,0.5680,0.8600,1.0000,0.7489,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/taxonomy_iteration.py::run_enhanced_taxonomy_refinement,194,3.5640,3,573,83,669,3.4485,224.9224,1.1594,10,0.6300,0.7317,"{""long_parameter_list"": 1, ""long_method"": 3, ""dead_code"": 3, ""speculative_generality"": 3}",82.3000,medium,1,3.4782,1.0000,1.0000,0.0500,1.0000,0.9600,1.0000,1.0000,1.0000,1.0000,1.0000,0.3000,1.0000
MCP/aw_modular/legal_rag_tool.py::_get_cached_indices_and_retrievers.seed_transformer,20,-0.0569,10,96,62,20,1.0000,6.9164,0.3458,0,0.0000,0.0000,{},54.7100,low,0,3.4582,0.4886,1.0000,0.5000,0.3800,0.5520,0.7000,1.0000,0.5238,0.9187,0.0000,0.0000,1.0000
BusinessGlossaryKG/ontology/contract.py::_validate_domain_and_range,20,-0.0569,10,43,31,22,1.1000,6.9010,0.3451,0,0.0000,0.0000,{},54.7100,low,0,3.4505,0.4886,1.0000,0.5000,0.1150,0.1100,0.7200,1.0000,0.5229,0.9176,0.0000,0.0000,1.0000
EntityAlignment/matching/lexical.py::LexicalMatcher.__init__,32,0.1928,9,165,55,35,1.0938,12.2576,0.3830,2,0.6750,0.4208,"{""large_class"": 1, ""long_parameter_list"": 1}",46.4900,none,0,3.4474,0.5386,1.0000,0.4200,0.5950,0.4400,0.8500,1.0000,0.7452,0.9746,0.3000,0.0000,1.0000
BusinessGlossaryKG/graph_build/validations/qualifier_validation.py::_validate_qualifier,38,0.3177,10,72,52,40,1.0526,13.0765,0.3441,0,0.0000,0.0000,{},70.5600,medium,0,3.4412,0.5635,1.0000,0.5000,0.2600,0.3920,0.9000,1.0000,0.7615,0.9162,0.0000,0.0000,1.0000
BusinessGlossaryKG/reasoning/owl_reasoner.py::_shortest_path_edges,30,0.1512,9,82,62,35,1.1667,11.4528,0.3818,0,0.0000,0.0000,{},60.5300,low,0,3.4358,0.5302,1.0000,0.4200,0.3100,0.5520,0.8500,1.0000,0.7291,0.9726,0.0000,0.0000,1.0000
BusinessGlossaryKG/caching/gemini_cache.py::_ensure_versioned_model,13,-0.2026,8,53,47,31,2.3846,5.5784,0.4291,0,0.0000,0.0000,{},52.0500,low,0,3.4329,0.4595,1.0000,0.3400,0.1650,0.3120,0.8100,1.0000,0.4473,1.0000,0.0000,0.0000,1.0000
scripts/load_ontology_to_arango.py::main,34,0.2344,7,5,25,48,1.4118,16.5881,0.4879,0,0.0000,0.0000,{},80.9100,medium,1,3.4152,0.5469,1.0000,0.2600,0.0000,0.0500,0.9800,1.0000,0.8318,1.0000,0.0000,0.3000,1.0000
BusinessGlossaryKG/quality_assurance/metrics/policy_link_metrics.py::PolicyLinkDensityMetric.calculate,27,0.0887,9,66,47,31,1.1481,10.1343,0.3753,0,0.0000,0.0000,{},55.1200,low,0,3.3781,0.5177,1.0000,0.4200,0.2300,0.3120,0.8100,1.0000,0.7027,0.9630,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/validations/relationship_validation.py::filter_self_cycles,23,0.0055,8,21,54,29,1.2609,9.6904,0.4213,0,0.0000,0.0000,{},53.4200,low,0,3.3706,0.5011,1.0000,0.3400,0.0050,0.4240,0.7900,1.0000,0.6823,1.0000,0.0000,0.0000,1.0000
EntityAlignment/kg_core.py::get_isolated_nodes_df,28,0.1096,6,16,41,47,1.6786,15.7233,0.5615,0,0.0000,0.0000,{},55.5700,low,0,3.3693,0.5219,1.0000,0.1800,0.0000,0.2160,0.9700,1.0000,0.8145,1.0000,0.0000,0.0000,1.0000
QualityAssurance/run_llm_judge_evaluation.py::_summarize_judges,14,-0.1818,8,5,52,23,1.6429,5.8912,0.4208,0,0.0000,0.0000,{},56.6700,low,0,3.3664,0.4636,1.0000,0.3400,0.0000,0.3920,0.7300,1.0000,0.4652,1.0000,0.0000,0.0000,1.0000
third_party/LLMGraphTransformer/src/LLMGraphTransformer/main.py::process_properties,14,-0.1818,7,22,51,20,1.4286,6.7241,0.4803,0,0.0000,0.0000,{},63.7900,low,0,3.3621,0.4636,1.0000,0.2600,0.0100,0.3760,0.7000,1.0000,0.5128,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/lookups.py::get_metadata_list_from_properties,13,-0.2026,8,18,44,19,1.4615,5.4436,0.4187,0,0.0000,0.0000,{},68.8700,low,0,3.3499,0.4595,1.0000,0.3400,0.0000,0.2640,0.6733,1.0000,0.4396,1.0000,0.0000,0.0000,1.0000
EntityAlignment/graph_merger.py::apply_semantic_merges,19,-0.0777,5,27,46,38,2.0000,12.7124,0.6691,0,0.0000,0.0000,{},70.7200,medium,0,3.3454,0.4845,1.0000,0.1000,0.0350,0.2960,0.8800,1.0000,0.7542,1.0000,0.0000,0.0000,1.0000
EntityAlignment/graph_merger.py::consolidate_kg,30,0.1512,6,16,46,50,1.6667,16.7269,0.5576,0,0.0000,0.0000,{},60.6200,low,0,3.3454,0.5302,1.0000,0.1800,0.0000,0.2960,1.0000,1.0000,0.8345,1.0000,0.0000,0.0000,1.0000
legal_RAG/rag_workflows/aql_workflow.py::_cross_group_pairs,13,-0.2026,8,38,100,19,1.4615,5.4299,0.4177,0,0.0000,0.0000,{},86.7900,high,1,3.3415,0.4595,1.0000,0.3400,0.0900,1.0000,0.6733,1.0000,0.4389,1.0000,0.0000,0.3000,1.0000
BusinessGlossaryKG/pipelines/step_runner.py::_maybe_load_outputs,17,-0.1194,6,56,42,28,1.6471,9.3562,0.5504,0,0.0000,0.0000,{},54.8400,low,0,3.3022,0.4761,1.0000,0.1800,0.1800,0.2320,0.7800,1.0000,0.6632,1.0000,0.0000,0.0000,1.0000
EntityAlignment/paths/shortest_paths.py::get_shortest_path_hops_from_networkx,16,-0.1402,6,40,47,25,1.5625,8.7554,0.5472,0,0.0000,0.0000,{},58.2100,low,0,3.2833,0.4720,1.0000,0.1800,0.1000,0.3120,0.7500,1.0000,0.6289,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/quality_assurance/metrics/relationship_type_distribution.py::RelationshipTypeDistributionMetric._count_relationships_by_type,8,-0.3066,5,50,31,16,2.0000,5.2306,0.6538,0,0.0000,0.0000,{},87.0500,high,2,3.2691,0.4387,1.0000,0.1000,0.1500,0.1100,0.5933,1.0000,0.4275,1.0000,0.0000,0.5000,1.0000
BusinessGlossaryKG/persistence/ingest_adb.py::force_drop_graph_and_collections,21,-0.0361,9,45,63,22,1.0476,7.6047,0.3621,0,0.0000,0.0000,{},58.4900,low,0,3.2592,0.4928,1.0000,0.4200,0.1250,0.5680,0.7200,1.0000,0.5631,0.9432,0.0000,0.0000,1.0000
BusinessGlossaryKG/graph_build/graph_improvement/cycle_resolution.py::detect_cycles,20,-0.0569,3,14,73,65,3.2500,21.7198,1.0860,0,0.0000,0.0000,{},58.4400,low,0,3.2580,0.4886,1.0000,0.0500,0.0000,0.7600,1.0000,1.0000,0.9344,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/ingestion/document_store.py::DocumentStore.__init__,12,-0.2234,5,40,43,27,2.2500,7.7360,0.6447,0,0.0000,0.0000,{},51.6800,low,0,3.2233,0.4553,1.0000,0.1000,0.1000,0.2480,0.7700,1.0000,0.5706,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/caching/gemini_cache.py::is_cache_valid,15,-0.1610,7,47,47,38,2.5333,6.8381,0.4559,0,0.0000,0.0000,{},59.1800,low,0,3.1911,0.4678,1.0000,0.2600,0.1350,0.3120,0.8800,1.0000,0.5193,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/quality_assurance/metrics/policy_link_metrics.py::_count_non_empty_qualifiers,13,-0.2026,9,67,47,14,1.0769,4.5768,0.3521,0,0.0000,0.0000,{},61.0900,low,0,3.1685,0.4595,1.0000,0.4200,0.2350,0.3120,0.5400,1.0000,0.3901,0.9281,0.0000,0.0000,1.0000
QualityAssurance/run_llm_judge_evaluation.py::run_llm_judge_evaluation,91,1.4206,7,86,52,159,1.7473,40.7263,0.4475,1,0.6000,0.3417,"{""long_parameter_list"": 1}",50.2300,low,0,3.1328,0.7841,1.0000,0.2600,0.3300,0.3920,1.0000,1.0000,1.0000,1.0000,0.1500,0.0000,1.0000
BusinessGlossaryKG/graph_build/graph_improvement/similar_nodes.py::enhanced_lexical_search,56,0.6922,10,113,59,97,1.7321,17.4683,0.3119,1,0.6000,0.3417,"{""long_parameter_list"": 1}",66.0000,low,0,3.1193,0.6384,1.0000,0.5000,0.4390,0.5040,1.0000,1.0000,0.8494,0.8679,0.1500,0.0000,1.0000
BusinessGlossaryKG/graph_build/graph_improvement/cycle_resolution.py::_edges_from_deleted_records,10,-0.2650,3,5,73,31,3.1000,10.3587,1.0359,0,0.0000,0.0000,{},90.8800,high,1,3.1076,0.4470,1.0000,0.0500,0.0000,0.7600,0.8100,1.0000,0.7072,1.0000,0.0000,0.3000,1.0000
EntityAlignment/type_mapping.py::build_core_type_to_candidate_uris,23,0.0055,6,37,50,34,1.4783,11.9074,0.5177,0,0.0000,0.0000,{},55.7800,low,0,3.1063,0.5011,1.0000,0.1800,0.0850,0.3600,0.8400,1.0000,0.7381,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/quality_assurance/judge_prompts/contradiction_detection.py::ContradictionDetectionPromptProvider._get_related_relationships_info,19,-0.0777,11,145,32,37,1.9474,5.3182,0.2799,1,0.4500,0.2667,"{""lazy_class"": 1}",88.0500,high,1,3.0790,0.4845,1.0000,0.5500,0.5350,0.1200,0.8700,1.0000,0.4325,0.8199,0.1500,0.3000,1.0000
BusinessGlossaryKG/ingestion/document_store.py::DocumentStore.get_chunk_text_from_metadata_str,14,-0.1818,6,38,43,25,1.7857,7.1630,0.5116,0,0.0000,0.0000,{},67.5400,low,0,3.0698,0.4636,1.0000,0.1800,0.0900,0.2480,0.7500,1.0000,0.5379,1.0000,0.0000,0.0000,1.0000
BusinessGlossaryKG/config.py::get_mcp_env_vars,7,-0.3275,4,5,68,18,2.5714,5.3498,0.7643,0,0.0000,0.0000,{},55.2900,low,0,3.0570,0.4345,1.0000,0.0750,0.0000,0.6600,0.6467,1.0000,0.4343,1.0000,0.0000,0.0000,1.0000
EntityAlignment/cross_graph.py::get_bootstrapped_merge_pairs,17,-0.1194,5,12,39,31,1.8235,10.3707,0.6100,1,0.6500,0.3667,"{""dead_code"": 1}",59.8300,low,0,3.0502,0.4761,1.0000,0.1000,0.0000,0.1900,0.8100,1.0000,0.7074,1.0000,0.1500,0.0000,1.0000
BusinessGlossaryKG/config.py::langfuse_trace_context,20,-0.0569,5,2,68,41,2.0500,12.1857,0.6093,0,0.0000,0.0000,{},48.2700,none,0,3.0464,0.4886,1.0000,0.1000,0.0000,0.6600,0.9100,1.0000,0.7437,1.0000,0.0000,0.0000,1.0000
legal_RAG/rag_engines/aql_engine.py::ArangoGraphEngine.get_all_ego_edges,21,-0.0361,2,0,58,92,4.3810,31.8463,1.5165,0,0.0000,0.0000,{},100.0000,high,2,3.0330,0.4928,1.0000,0.0250,0.0000,0.4880,1.0000,1.0000,1.0000,1.0000,0.0000,0.5000,1.0000
BusinessGlossaryKG/graph_build/taxonomy_iteration.py::_is_permission_denied_error,8,-0.3066,8,138,83,9,1.1250,3.0259,0.3782,0,0.0000,0.0000,{},71.7600,medium,0,3.0259,0.4387,1.0000,0.3400,0.5140,0.9600,0.4067,1.0000,0.3015,0.9673,0.0000,0.0000,1.0000
EntityAlignment/matching/fused.py::FusedMatcher._log_match_types,38,0.3177,8,25,72,41,1.0789,14.3589,0.3779,1,0.7500,0.4167,"{""large_class"": 1}",66.2300,low,0,3.0229,0.5635,1.0000,0.3400,0.0250,0.7400,0.9100,1.0000,0.7872,0.9668,0.1500,0.0000,1.0000
BusinessGlossaryKG/ontology/schema/rdf_mapping.py::rdf_to_node_schemas,15,-0.1610,6,0,31,24,1.6000,7.5205,0.5014,0,0.0000,0.0000,{},58.9600,low,0,3.0082,0.4678,1.0000,0.1800,0.0000,0.1100,0.7400,1.0000,0.5583,1.0000,0.0000,0.0000,1.0000
legal_RAG/test_components_fast.py::test_aql_engine,40,0.3593,5,36,54,72,1.8000,24.0632,0.6016,1,0.5500,0.3167,"{""unused_parameters"": 1}",62.1800,low,0,3.0079,0.5719,1.0000,0.1000,0.0800,0.4240,1.0000,1.0000,0.9813,1.0000,0.1500,0.0000,1.0000
BusinessGlossaryKG/graph_build/relationships_merge.py::_deduplicate_node_metadata_chunk_text,12,-0.2234,6,54,62,18,1.5000,6.0147,0.5012,0,0.0000,0.0000,{},59.9400,low,0,3.0074,0.4553,1.0000,0.1800,0.1700,0.5520,0.6467,1.0000,0.4723,1.0000,0.0000,0.0000,1.0000
